Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","1997","1997","1000 ha","2964822.5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","1998","1998","1000 ha","2964822.5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","1999","1999","1000 ha","2964822.5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2000","2000","1000 ha","2964822.5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2001","2001","1000 ha","2964822.5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2002","2002","1000 ha","2964822.5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2003","2003","1000 ha","2964822.5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2004","2004","1000 ha","2979687.9879","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2005","2005","1000 ha","2979692.5908","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2006","2006","1000 ha","2979694.8119","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2007","2007","1000 ha","2979702.7806","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2008","2008","1000 ha","2979697.2429","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2009","2009","1000 ha","2979699.2801","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2010","2010","1000 ha","2979768.5293","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2011","2011","1000 ha","2979794.4247","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2012","2012","1000 ha","2990330.4802","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2013","2013","1000 ha","2990330.7186","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2014","2014","1000 ha","2990322.9103","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2015","2015","1000 ha","2990323.2964","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2016","2016","1000 ha","2990312.8845","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2017","2017","1000 ha","2990312.0887","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2018","2018","1000 ha","2990310.7912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6601","Land area","2019","2019","1000 ha","2990310.7912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1961","1961","1000 ha","1041602.53","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1962","1962","1000 ha","1042196.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1963","1963","1000 ha","1045087.93","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1964","1964","1000 ha","1046183.09","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1965","1965","1000 ha","1049000.15","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1966","1966","1000 ha","1047563.01","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1967","1967","1000 ha","1050228.89","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1968","1968","1000 ha","1052089.97","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1969","1969","1000 ha","1059014.05","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1970","1970","1000 ha","1057026.49","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1971","1971","1000 ha","1059717.58","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1972","1972","1000 ha","1055757.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1973","1973","1000 ha","1060424.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1974","1974","1000 ha","1056460.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1975","1975","1000 ha","1056499.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1976","1976","1000 ha","1058113.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1977","1977","1000 ha","1054271.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1978","1978","1000 ha","1054721.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1979","1979","1000 ha","1054190.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1980","1980","1000 ha","1058072.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1981","1981","1000 ha","1051487.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1982","1982","1000 ha","1053565.26","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1983","1983","1000 ha","1055664.76","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1984","1984","1000 ha","1060480.28","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1985","1985","1000 ha","1067042.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1986","1986","1000 ha","1076466.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1987","1987","1000 ha","1079343.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1988","1988","1000 ha","1084600.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1989","1989","1000 ha","1088811.02","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1990","1990","1000 ha","1075189.39","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1991","1991","1000 ha","1067166.709","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1992","1992","1000 ha","1072834.828","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1993","1993","1000 ha","1061175.392","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1994","1994","1000 ha","1066853.466","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1995","1995","1000 ha","1074628.205","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1996","1996","1000 ha","1076004.444","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1997","1997","1000 ha","1080256.503","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1998","1998","1000 ha","1082740.552","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","1999","1999","1000 ha","1087804.086","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2000","2000","1000 ha","1091282.24","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2001","2001","1000 ha","1096168.445","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2002","2002","1000 ha","1099335.89","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2003","2003","1000 ha","1107431.465","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2004","2004","1000 ha","1110673.713","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2005","2005","1000 ha","1119065.04","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2006","2006","1000 ha","1121085.017","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2007","2007","1000 ha","1124713.954","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2008","2008","1000 ha","1130468.391","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2009","2009","1000 ha","1134684.128","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2010","2010","1000 ha","1138134.805","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2011","2011","1000 ha","1141480.488","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2012","2012","1000 ha","1109281.4615","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2013","2013","1000 ha","1113335.87","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2014","2014","1000 ha","1114665.0725","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2015","2015","1000 ha","1115806.2271","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2016","2016","1000 ha","1118122.765","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2017","2017","1000 ha","1119215.5828","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1119923.6475","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6610","Agricultural land","2019","2019","1000 ha","1118601.2748","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","1990","1990","1000 ha","742801.2769","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","1991","1991","1000 ha","739526.034","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","1992","1992","1000 ha","736250.7911","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","1993","1993","1000 ha","732975.5482","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","1994","1994","1000 ha","729700.3053","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","1995","1995","1000 ha","726425.0625","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","1996","1996","1000 ha","723149.8196","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","1997","1997","1000 ha","719874.5767","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","1998","1998","1000 ha","716599.3338","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","1999","1999","1000 ha","713324.0909","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2000","2000","1000 ha","710048.848","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2001","2001","1000 ha","706645.5002","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2002","2002","1000 ha","703242.1524","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2003","2003","1000 ha","699838.8046","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2004","2004","1000 ha","696435.4568","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2005","2005","1000 ha","693032.109","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2006","2006","1000 ha","689628.7612","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2007","2007","1000 ha","686225.4134","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2008","2008","1000 ha","682822.0656","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2009","2009","1000 ha","679418.7178","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2010","2010","1000 ha","676015.37","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2011","2011","1000 ha","672108.76","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2012","2012","1000 ha","668202.15","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2013","2013","1000 ha","664295.54","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2014","2014","1000 ha","660388.93","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2015","2015","1000 ha","656482.32","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2016","2016","1000 ha","652481.3843","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2017","2017","1000 ha","648548.99","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2018","2018","1000 ha","644618.828","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5100","Africa","5110","Area","6646","Forest land","2019","2019","1000 ha","640608.55","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1961","1961","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1962","1962","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1963","1963","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1964","1964","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1965","1965","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1966","1966","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1967","1967","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1968","1968","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1969","1969","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1970","1970","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1971","1971","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1972","1972","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1973","1973","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1974","1974","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1975","1975","1000 ha","3863629.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1976","1976","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1977","1977","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1978","1978","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1979","1979","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1980","1980","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1981","1981","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1982","1982","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1983","1983","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1984","1984","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1985","1985","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1986","1986","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1987","1987","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1988","1988","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1989","1989","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1990","1990","1000 ha","3863616.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1991","1991","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1992","1992","1000 ha","3863615.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1993","1993","1000 ha","3863614.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1994","1994","1000 ha","3863585.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1995","1995","1000 ha","3863584.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1996","1996","1000 ha","3863584.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1997","1997","1000 ha","3870459.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1998","1998","1000 ha","3867611.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","1999","1999","1000 ha","3867611.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2000","2000","1000 ha","3867907.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2001","2001","1000 ha","3867907.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2002","2002","1000 ha","3867807.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2003","2003","1000 ha","3867809.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2004","2004","1000 ha","3867811.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2005","2005","1000 ha","3867814.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2006","2006","1000 ha","3867813.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2007","2007","1000 ha","3867815.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2008","2008","1000 ha","3866367.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2009","2009","1000 ha","3866367.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2010","2010","1000 ha","3866367.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2011","2011","1000 ha","3866409.9","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2012","2012","1000 ha","3866390.5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2013","2013","1000 ha","3866147.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2014","2014","1000 ha","3866105.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2015","2015","1000 ha","3866115.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2016","2016","1000 ha","3866109.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2017","2017","1000 ha","3866085.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2018","2018","1000 ha","3866091.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6601","Land area","2019","2019","1000 ha","3866091.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1961","1961","1000 ha","1078665.1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1962","1962","1000 ha","1079361","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1963","1963","1000 ha","1080646","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1964","1964","1000 ha","1082679.1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1965","1965","1000 ha","1083436.1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1966","1966","1000 ha","1086449.1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1967","1967","1000 ha","1088990.1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1968","1968","1000 ha","1093155","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1969","1969","1000 ha","1097155","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1970","1970","1000 ha","1100414","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1971","1971","1000 ha","1104988","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1972","1972","1000 ha","1109412","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1973","1973","1000 ha","1113131","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5200","Americas","5110","Area","6610","Agricultural land","1974","1974","1000 ha","1116912.9","A","Aggregate, may include official, semi-official, estimated or calculated data"
