Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
"5105","Western Africa","6610","Agricultural land","5110","Area","1000 ha","226346.510000","227308.000000","229544.910000","230613.070000","232935.130000","230394.990000","232320.870000","233150.950000","238718.030000","234984.470000","233426.560000","229154.000000","234190.000000","229385.000000","228729.000000","229114.000000","224669.000000","223519.000000","223115.000000","226187.000000","222755.000000","224470.000000","225570.000000","229796.000000","232653.000000","238427.000000","238711.000000","240377.000000","241034.000000","243426.000000","245370.020000","247201.280000","249274.365000","251165.380000","252883.390000","254881.400000","256446.410000","256742.680000","258653.255000","259667.830000","262320.929000","263656.068000","266193.237000","265492.751000","271440.495000","271242.809000","272661.103000","274955.067000","275872.661000","276860.125000","277246.758000","278309.161000","279876.544000","279808.277000","279956.660000","280739.737100","281020.810000","281133.465000","281051.340000"
"5105","Western Africa","6620","Cropland","5110","Area","1000 ha","59939.510000","60901.000000","63135.910000","64204.070000","66526.130000","63985.990000","65911.870000","66741.950000","72309.030000","68575.470000","67217.560000","62945.000000","67981.000000","63176.000000","62520.000000","62905.000000","57778.000000","56410.000000","55788.000000","58143.000000","54493.000000","55982.000000","56365.000000","60373.000000","63012.000000","68019.000000","68085.000000","69234.000000","69673.000000","71473.000000","74696.000000","76279.000000","78132.000000","79713.000000","83443.000000","85500.000000","86215.000000","87537.000000","89659.000000","90114.000000","89177.520000","91425.080000","94732.670000","93871.605000","96009.770000","96319.505000","97955.220000","99182.605000","96132.620000","97887.505000","99204.630000","101037.525000","101190.400000","100907.625000","100831.500000","101454.375000","101575.250000","101493.125000","101411.000000"
"5105","Western Africa","6621","Arable land","5110","Area","1000 ha","52886.510000","53648.000000","55881.910000","56844.070000","59058.130000","56618.990000","58895.870000","59720.950000","65132.030000","61347.470000","59883.560000","55611.000000","60547.000000","55592.000000","54865.000000","55142.000000","49663.000000","48190.000000","47332.000000","49572.000000","46112.000000","47485.000000","47802.000000","51620.000000","53879.000000","58773.000000","58722.000000","59544.000000","59655.000000","61274.000000","64142.000000","65395.000000","66733.000000","67951.000000","71229.000000","73218.000000","73733.000000","74704.000000","76411.000000","76250.000000","75110.520000","77227.080000","80141.670000","79029.420100","81052.400100","81436.950200","82679.480300","83712.680300","80277.510400","82040.210400","83328.150500","85177.860600","85485.550600","85226.590700","85172.280800","85917.970800","86063.660900","86009.350900","85955.041000"
"5105","Western Africa","6650","Land under permanent crops","5110","Area","1000 ha","7053.000000","7253.000000","7254.000000","7360.000000","7468.000000","7367.000000","7016.000000","7021.000000","7177.000000","7228.000000","7334.000000","7334.000000","7434.000000","7584.000000","7655.000000","7763.000000","8115.000000","8220.000000","8456.000000","8571.000000","8381.000000","8497.000000","8563.000000","8753.000000","9133.000000","9246.000000","9363.000000","9690.000000","10018.000000","10199.000000","10554.000000","10884.000000","11399.000000","11762.000000","12214.000000","12282.000000","12482.000000","12833.000000","13248.000000","13864.000000","14067.000000","14198.000000","14591.000000","14842.184900","14957.369900","14882.554800","15275.739800","15469.924700","15855.109600","15847.294600","15876.479500","15859.664400","15704.849400","15681.034300","15659.219300","15536.404200","15511.589100","15483.774100","15455.959000"
"5105","Western Africa","6655","Land under perm. meadows and pastures","5110","Area","1000 ha","166407.000000","166407.000000","166409.000000","166409.000000","166409.000000","166409.000000","166409.000000","166409.000000","166409.000000","166409.000000","166209.000000","166209.000000","166209.000000","166209.000000","166209.000000","166209.000000","166891.000000","167109.000000","167327.000000","168044.000000","168262.000000","168488.000000","169205.000000","169423.000000","169641.000000","170408.000000","170626.000000","171143.000000","171361.000000","171953.000000","170674.020000","170922.280000","171142.365000","171452.380000","169440.390000","169381.400000","170231.410000","169205.680000","168994.255000","169553.830000","173143.409000","172230.988000","171460.567000","171621.146000","175430.725000","174923.304000","174705.883000","175772.462000","179740.041000","178972.620000","178042.128000","177271.636000","178686.144000","178900.652000","179125.160000","179285.362100","179445.560000","179640.340000","179640.340000"
"5105","Western Africa","6646","Forest land","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104828.130000","103943.728400","103059.326800","102174.925200","101290.523600","100406.122000","99521.720400","98637.318800","97752.917200","96868.515600","95984.114000","95358.168600","94732.223200","94106.277800","93480.332400","92854.387000","92228.441600","91602.496200","90976.550800","90350.605400","89724.660000","89175.268000","88625.876000","88076.484000","87527.092000","86977.700000","86478.617900","85979.590000","85445.880000","84912.270000"
"5105","Western Africa","6646","Forest land","72151","Carbon stock in living biomass","million tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6278.164100","6228.440800","6178.717500","6128.994300","6079.271000","6029.547800","5979.824500","5930.101300","5880.378000","5830.654700","5780.931500","5731.780300","5682.629000","5633.477800","5584.326600","5535.175400","5486.024200","5436.873000","5387.721700","5338.570500","5289.419300","5248.144500","5206.869600","5165.594800","5124.320000","5083.045100","5061.012100","5036.812400","4997.848600","4965.550600"
"5105","Western Africa","6717","Naturally regenerating forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104311.860000","103408.757400","102505.654800","101602.552200","100699.449600","99796.347000","98893.244400","97990.141800","97087.039200","96183.936600","95280.834000","94578.664600","93876.495200","93174.325800","92472.156400","91769.987000","91067.817600","90365.648200","89663.478800","88961.309400","88259.140000","87683.730000","87108.320000","86532.910000","85957.500000","85382.090000","84864.830000","84344.820000","83791.200000","83237.780000"
"5105","Western Africa","6716","Planted Forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516.270000","534.971000","553.672000","572.373000","591.074000","609.775000","628.476000","647.177000","665.878000","684.579000","703.280000","779.504000","855.728000","931.952000","1008.176000","1084.400000","1160.624000","1236.848000","1313.072000","1389.296000","1465.520000","1491.540000","1517.560000","1543.580000","1569.600000","1595.620000","1613.790000","1634.770000","1654.680000","1674.490000"
"5105","Western Africa","6670","Other land","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"258151.870000","257092.251600","256145.393200","254956.709800","253950.096400","253116.488000","252002.879600","251322.271200","251910.402800","250884.229400","250754.056000","248726.902400","248017.708800","246106.485200","247432.916600","242111.118000","242934.749400","242142.400800","240474.382200","240182.733600","239821.215000","239983.974000","239470.963000","238452.972000","239070.631000","239471.640000","239187.645000","239405.600000","239826.655000","240442.690000"
"5105","Western Africa","6680","Inland waters","5110","Area","1000 ha","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000","8246.000000"
"5105","Western Africa","6690","Land area equipped for irrigation","5110","Area","1000 ha","420.000000","425.000000","426.000000","429.000000","430.000000","432.000000","438.000000","440.000000","444.000000","491.000000","496.000000","497.000000","503.000000","511.000000","514.000000","524.000000","527.200000","574.000000","579.000000","584.700000","588.700000","600.700000","605.700000","610.700000","622.700000","632.700000","647.700000","660.700000","695.700000","732.700000","741.700000","750.830000","764.430000","765.030000","780.500000","791.100000","828.400000","943.500000","989.600000","1033.600000","1055.700000","1095.600000","1117.600000","1136.080000","1167.200000","1198.800000","1221.800000","1240.000000","1270.500000","1281.500000","1311.500000","1328.340000","1330.850000","1333.350000","1333.850000","1334.350000","1334.950000","1335.650000","1335.650000"
"5105","Western Africa","6671","Agriculture area under organic agric.","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.660000","48.170000","50.760000","94.200000","192.100000","169.280000","100.640000","100.500000","83.860000","98.780000","148.500000","260.540000","359.030000","373.272000","472.052000"
"5105","Western Africa","6672","Agriculture area certified organic","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.330000","3.100000","2.200000","5.050000","1.780000","2.600000","4.130000","47.440000","109.950000","214.060000","114.090000","311.832000","468.612000"
"5105","Western Africa","6714","Primary Forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5018.200000","4918.900000","4819.600000","4720.300000","4621.000000","4521.700000","4422.400000","4323.100000","4223.800000","4124.500000","4025.200000","3927.360000","3829.520000","3731.680000","3633.840000","3536.000000","3468.560000","3401.120000","3333.680000","3266.240000","3198.800000","3177.440000","3156.080000","3134.720000","3113.360000","3092.000000","3092.000000","3092.000000",,
"5200","Americas","6600","Country area","5110","Area","1000 ha","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040251.400000","4040250.400000","4040250.400000","4040249.400000","4040248.400000","4040247.400000","4040247.400000","4047122.400000","4044403.400000","4044403.400000","4044697.400000","4044697.400000","4044698.400000","4044699.400000","4044700.400000","4044700.400000","4044700.400000","4044701.400000","4064651.400000","4064651.400000","4064650.600000","4064650.600000","4064652.400000","4065076.100000","4065065.600000","4065067.600000","4065128.000000","4065128.000000","4065128.100000","4065128.100000"
"5200","Americas","6601","Land area","5110","Area","1000 ha","3863615.600000","3863615.600000","3863615.600000","3863615.600000","3863615.600000","3863615.600000","3863615.600000","3863615.600000","3863615.600000","3863615.600000","3863615.600000","3863615.600000","3863615.600000","3863615.600000","3863629.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863616.600000","3863615.600000","3863615.600000","3863614.600000","3863585.600000","3863584.600000","3863584.600000","3870459.600000","3867611.600000","3867611.600000","3867907.600000","3867907.600000","3867807.600000","3867809.600000","3867811.600000","3867814.600000","3867813.600000","3867815.600000","3866367.600000","3866367.600000","3866367.600000","3866409.900000","3866390.500000","3866147.600000","3866105.600000","3866115.600000","3866109.600000","3866085.600000","3866091.600000","3866091.600000"
"5200","Americas","6602","Agriculture","5110","Area","1000 ha","1078665.100000","1079361.000000","1080646.000000","1082679.100000","1083436.100000","1086449.100000","1088990.100000","1093155.000000","1097155.000000","1100414.000000","1104988.000000","1109412.000000","1113131.000000","1116912.900000","1122005.000000","1128640.990000","1135201.000000","1138075.000000","1143467.200000","1149184.708000","1151960.600000","1158932.600000","1164269.600000","1168109.700000","1171132.807000","1171656.892000","1167446.960000","1166659.100000","1166513.240000","1165213.990000","1165521.008400","1162707.898000","1159649.752000","1157438.482000","1155770.615000","1155173.828000","1154824.781000","1156018.014000","1156391.927000","1152787.850000","1150994.175800","1152865.862000","1153051.903000","1152775.800000","1153834.255000","1152561.350000","1153628.015000","1146087.810000","1141617.765000","1140587.050000","1137026.544000","1135804.281800","1139248.582000","1134762.510000","1133582.340000","1130849.850000","1132609.593800","1129785.804500","1129334.804500"
"5200","Americas","6610","Agricultural land","5110","Area","1000 ha","1078665.100000","1079361.000000","1080646.000000","1082679.100000","1083436.100000","1086449.100000","1088990.100000","1093155.000000","1097155.000000","1100414.000000","1104988.000000","1109412.000000","1113131.000000","1116912.900000","1122005.000000","1128640.990000","1135201.000000","1138075.000000","1143467.200000","1149184.708000","1151960.600000","1158932.600000","1164269.600000","1168109.700000","1171132.807000","1171656.892000","1167446.960000","1166659.100000","1166513.240000","1165213.990000","1165521.008400","1162707.898000","1159649.752000","1157438.482000","1155770.615000","1155173.828000","1154824.781000","1156018.014000","1156391.927000","1152787.850000","1150994.175800","1152865.862000","1153051.903000","1152775.800000","1153834.255000","1152561.350000","1153628.015000","1146087.810000","1141617.765000","1140587.050000","1137026.544000","1135804.281800","1137064.582000","1132926.510000","1131877.340000","1129276.850000","1131035.593800","1128210.804500","1127759.804500"
"5200","Americas","6620","Cropland","5110","Area","1000 ha","323447.100000","321434.000000","325527.000000","325568.100000","325852.100000","326366.100000","326586.100000","335403.000000","346436.000000","345945.000000","346870.000000","348261.000000","349611.000000","350476.900000","352202.000000","356086.100000","360092.000000","366108.000000","369538.200000","373370.708000","374936.800000","376453.000000","378248.200000","379615.500000","381455.507000","380670.092000","378152.660000","376863.300000","376337.940000","375930.480000","375635.747000","373035.560000","370838.200000","369587.540000","368769.880000","366741.220000","367339.560000","368368.300000","368434.040000","369481.300000","370614.260800","368609.400000","369560.500000","369775.330000","370250.400000","370251.910000","370206.290000","367344.000000","365093.170000","366684.270000","366060.420000","366034.160000","367232.900000","366572.770000","366821.800000","365698.700000","369851.070000","368734.769700","368197.929700"
"5200","Americas","6621","Arable land","5110","Area","1000 ha","305689.600000","303598.500000","307661.500000","307641.600000","307917.600000","308408.600000","308576.600000","317363.500000","328192.500000","327575.500000","328218.500000","329456.500000","330639.500000","331372.800000","333048.500000","336464.500000","339942.500000","345307.500000","348161.200000","351375.208000","352635.800000","353984.500000","355707.200000","356975.000000","359220.507000","358291.800000","355629.910000","354438.800000","353953.690000","353524.480000","353051.679900","350394.060000","348094.950000","346536.640000","346350.130000","344245.920000","344174.810000","344665.300000","344206.290000","344830.400000","345584.700000","343374.900000","344466.700000","343642.800000","343519.170000","343165.780000","343180.890000","340525.100000","338557.970000","340284.270000","339657.220000","339932.460000","341631.100000","341141.470000","341397.800000","340690.500000","343054.830000","341875.679700","341232.939700"
"5200","Americas","6650","Land under permanent crops","5110","Area","1000 ha","17757.500000","17835.500000","17865.500000","17926.500000","17934.500000","17957.500000","18009.500000","18039.500000","18243.500000","18369.500000","18651.500000","18804.500000","18971.500000","19104.100000","19153.500000","19621.600000","20149.500000","20800.500000","21377.000000","21995.500000","22300.352500","22468.500000","22541.000000","22640.500000","22235.000000","22378.292000","22522.750000","22424.500000","22384.250000","22406.000000","22584.067000","22641.500000","22743.250000","23050.900000","22419.750000","22495.082700","23164.750000","23703.000000","24227.750000","24650.900000","25029.400000","25234.500000","25093.800000","26132.530000","26731.230000","27086.781300","27025.400000","26818.900000","26535.200000","26400.000000","26403.200000","26101.700000","25601.800000","25431.300000","25424.000000","25008.200000","26795.240000","26858.990000","26964.890000"
"5200","Americas","6655","Land under perm. meadows and pastures","5110","Area","1000 ha","755218.000000","757927.000000","755119.000000","757111.000000","757584.000000","760083.000000","762404.000000","757752.000000","750719.000000","754469.000000","758118.000000","761151.000000","763520.000000","766436.000000","769803.000000","772554.890000","775109.000000","771967.000000","773929.000000","775814.000000","777023.800000","782479.600000","786021.400000","788494.200000","789677.300000","790986.800000","789294.300000","789795.800000","790175.300000","789283.510000","789885.742000","789672.338000","788811.552000","787850.942000","787000.735000","788432.608000","787485.221000","787649.714000","787957.887000","783306.550000","780379.915000","784256.462000","783491.403000","783000.470000","783583.855000","782309.440000","783421.725000","778743.810000","776524.595000","773902.780000","770966.124000","769770.121800","769831.682000","766353.186700","765055.540000","763578.150000","761184.523800","759476.034800","759561.874800"
"5200","Americas","6646","Forest land","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1728945.670000","1723550.506000","1718155.342000","1712760.178000","1707365.014000","1701969.850000","1696574.686000","1691179.522000","1685784.358000","1680389.194000","1674994.030000","1669929.052000","1664864.074000","1659799.096000","1654734.118000","1649669.140000","1644604.162000","1639539.184000","1634474.206000","1629409.228000","1624344.250000","1621682.850000","1619021.450000","1616360.050000","1613698.650000","1611037.250000","1608023.350000","1604222.088600","1601863.130000","1599319.340000"
"5200","Americas","6646","Forest land","72151","Carbon stock in living biomass","million tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145896.218800","145581.349400","145266.480000","144951.610600","144636.741200","144321.871900","144007.002500","143692.133100","143377.263700","143062.394300","142747.524900","142383.680000","142019.835100","141655.990200","141292.145200","140928.300300","140564.455400","140200.610500","139836.765600","139472.920700","139109.075700","139017.227700","138925.379600","138833.531500","138741.683400","138649.835300","138543.059700","138377.949800","138331.274400","138138.238900"
"5200","Americas","6717","Naturally regenerating forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1698719.430000","1692141.128900","1685562.827800","1678984.526700","1672406.225500","1665827.924400","1659249.623300","1652671.322200","1646093.021100","1639514.720000","1632936.418800","1626523.149200","1620109.879500","1613696.609800","1607283.340100","1600870.070400","1594456.800700","1588043.531100","1581630.261400","1575216.991700","1568803.722000","1564830.802500","1560857.882900","1556884.963400","1552912.043900","1548939.124300","1545276.420400","1539953.839000","1536381.350000","1532928.550000"
"5200","Americas","6716","Planted Forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30194.900000","31378.110000","32561.320000","33744.530000","34927.740000","36110.950000","37294.160000","38477.370000","39660.580000","40843.790000","42027.000000","43375.360000","44723.720000","46072.080000","47420.440000","48768.800000","50117.160000","51465.520000","52813.880000","54162.240000","55510.600000","56822.192000","58133.784000","59445.376000","60756.968000","62068.560000","62717.430000","64238.810000","65452.400000","66361.480000"
"5200","Americas","6670","Other land","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"969456.940000","974544.085600","982752.360000","991204.670000","998782.104000","1005844.135000","1011836.086000","1024455.297000","1025809.228000","1030830.479000","1040125.720000","1046984.372200","1050077.664000","1054958.601000","1060301.682000","1064311.205000","1070648.088000","1074648.401000","1085352.584000","1094655.607000","1100399.300000","1105949.506000","1109938.768200","1108668.968000","1117644.440000","1121496.010000","1127236.400000","1129253.917700","1134442.665500","1137838.455500"
"5200","Americas","6680","Inland waters","5110","Area","1000 ha","176635.800000","176635.800000","176635.800000","176635.800000","176635.800000","176635.800000","176635.800000","176635.800000","176635.800000","176635.800000","176635.800000","176635.800000","176635.800000","176635.800000","176621.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176634.800000","176662.800000","176662.800000","176662.800000","176662.800000","176791.800000","176791.800000","176789.800000","176789.800000","176890.800000","176889.800000","176888.800000","176885.800000","176886.800000","176885.800000","198283.800000","198283.800000","198283.000000","198240.700000","198261.900000","198504.900000","198524.900000","198516.900000","198522.900000","198546.900000","198553.000000","198553.000000"
"5200","Americas","6690","Land area equipped for irrigation","5110","Area","1000 ha","27746.000000","28452.000000","29053.000000","29635.000000","30150.000000","30546.000000","31041.700000","31598.000000","32099.000000","32572.000000","33176.000000","33894.600000","34435.000000","35102.000000","35742.800000","36525.700000","37130.300000","38434.900000","38917.500000","39690.200000","41015.900000","42210.600000","42189.400000","42360.100000","42974.800000","43146.000000","43200.000000","43586.000000","44101.000000","44644.700000","45059.000000","45606.800000","45867.300000","46150.000000","46433.500000","46659.100000","46949.640000","47154.550000","47372.150000","47617.350000","47821.160000","48235.860000","48666.140000","49089.370000","49459.280000","49862.080000","50379.600000","50805.060000","51261.005000","51711.340000","52441.300000","53024.960000","53520.427900","53988.485800","54457.633700","54924.166600","55352.299500","55664.185000","55975.510000"
"5200","Americas","6671","Agriculture area under organic agric.","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3214.400000","7090.390000","6335.614000","7898.274000","9614.664000","10308.677000","10178.459100","9736.860000","9677.750000","9816.940000","9897.930000","9765.010000","10292.050000","11242.530000","11545.094000","12056.917000"
"5200","Americas","6672","Agriculture area certified organic","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3152.200000","3235.800000","4721.700000","7656.300000","7979.270000","9720.286000","9933.421900","7619.020000","7880.980000","6570.080000","4934.150000","4606.920000","9025.580000","6881.560000","7705.284000","6930.427000"
"5200","Americas","6714","Primary Forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"753787.205000","752034.545400","750281.885800","748529.226200","746776.566600","745023.907000","743271.247400","741518.587800","739765.928200","738013.268600","736260.609000","735367.395200","734474.181400","733580.967600","732687.753800","731794.540000","730132.848000","728471.156000","726809.464000","725147.772000","723486.080000","722871.256400","722256.432800","721641.609200","721026.785600","720411.962000","720411.962000","720411.962000",,
"5203","Northern America","6600","Country area","5110","Area","1000 ha","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1985083.400000","1991958.400000","1991958.400000","1991958.400000","1992252.400000","1992252.400000","1992252.400000","1992252.400000","1992252.400000","1992252.400000","1992252.400000","1992252.400000","2012200.400000","2012200.400000","2012200.400000","2012200.400000","2012200.400000","2012624.000000","2012624.000000","2012624.000000","2012624.000000","2012624.000000","2012624.000000","2012624.000000"
"5203","Northern America","6601","Land area","5110","Area","1000 ha","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1846653.400000","1853528.400000","1853528.400000","1853528.400000","1853824.400000","1853824.400000","1853824.400000","1853824.400000","1853824.400000","1853824.400000","1853824.400000","1853824.400000","1852374.400000","1852374.400000","1852374.400000","1852374.400000","1852374.400000","1852374.400000","1852374.400000","1852374.400000","1852374.400000","1852374.400000","1852374.400000","1852374.400000"
"5203","Northern America","6602","Agriculture","5110","Area","1000 ha","509590.400000","506509.300000","504398.300000","502404.400000","499702.400000","499489.400000","499111.400000","499464.300000","498981.300000","497799.300000","496561.300000","495588.300000","494515.300000","493500.300000","493527.300000","493555.290000","493354.300000","490811.300000","490436.300000","490061.300000","489691.300000","492849.300000","492771.300000","492693.300000","492615.600000","492536.792000","488212.200000","488338.500000","488464.800000","488591.100000","488721.646400","487134.700000","484586.000000","482709.300000","481641.700000","477740.000000","476342.300000","476069.600000","475392.900000","475929.200000","476495.660800","475398.800000","475212.400000","475026.300000","474840.300000","473727.800000","473110.900000","470579.800000","468048.800000","465517.800000","462981.500000","461097.753800","463668.370000","464154.280000","464641.100000","465121.010000","465640.763800","465818.763800","465773.763800"
"5203","Northern America","6610","Agricultural land","5110","Area","1000 ha","509590.400000","506509.300000","504398.300000","502404.400000","499702.400000","499489.400000","499111.400000","499464.300000","498981.300000","497799.300000","496561.300000","495588.300000","494515.300000","493500.300000","493527.300000","493555.290000","493354.300000","490811.300000","490436.300000","490061.300000","489691.300000","492849.300000","492771.300000","492693.300000","492615.600000","492536.792000","488212.200000","488338.500000","488464.800000","488591.100000","488721.646400","487134.700000","484586.000000","482709.300000","481641.700000","477740.000000","476342.300000","476069.600000","475392.900000","475929.200000","476495.660800","475398.800000","475212.400000","475026.300000","474840.300000","473727.800000","473110.900000","470579.800000","468048.800000","465517.800000","462981.500000","461097.753800","461714.370000","462331.280000","462949.100000","463560.010000","464079.763800","464257.763800","464212.763800"
"5203","Northern America","6620","Cropland","5110","Area","1000 ha","219207.400000","216014.300000","218791.300000","217512.400000","216871.400000","215870.400000","214694.400000","221249.300000","229535.300000","229088.300000","228553.300000","228076.300000","227699.300000","227240.300000","227363.300000","227484.400000","227840.300000","230451.300000","230731.300000","231011.300000","231295.300000","230672.300000","230874.300000","231076.300000","231278.300000","231482.192000","229408.300000","229357.300000","229306.300000","229255.300000","229208.027000","227572.300000","226300.300000","225451.300000","225411.400000","222540.400000","221302.400000","220469.400000","219232.400000","219209.400000","219216.560800","216490.400000","213911.700000","211333.300000","208755.000000","206176.700000","203535.400000","201784.800000","200034.300000","198283.800000","196528.000000","195422.800000","196217.700000","197012.600000","197808.400000","198601.300000","199121.100000","199299.100000","199254.100000"
"5203","Northern America","6621","Arable land","5110","Area","1000 ha","217243.400000","214033.300000","216837.300000","215554.400000","214913.400000","213938.400000","212788.400000","219369.300000","227681.300000","227240.300000","226711.300000","226238.300000","225865.300000","225409.300000","225531.300000","225651.300000","226011.300000","228494.300000","228774.300000","229054.300000","229336.300000","228546.300000","228746.300000","228946.300000","229146.300000","229347.300000","227271.300000","227218.300000","227149.300000","227046.300000","226996.709900","225349.300000","223965.300000","223104.300000","222952.400000","220068.400000","218632.400000","217800.400000","216364.400000","216342.400000","216351.400000","213595.400000","211016.700000","208468.300000","205890.000000","203311.700000","200667.400000","198913.800000","197160.300000","195406.800000","193649.300000","192543.800000","193338.700000","194133.600000","194929.400000","195723.300000","196248.100000","196429.100000","196387.100000"
"5203","Northern America","6650","Land under permanent crops","5110","Area","1000 ha","1964.000000","1981.000000","1954.000000","1958.000000","1958.000000","1932.000000","1906.000000","1880.000000","1854.000000","1848.000000","1842.000000","1838.000000","1834.000000","1831.000000","1832.000000","1833.100000","1829.000000","1957.000000","1957.000000","1957.000000","1958.352500","2126.000000","2128.000000","2130.000000","2132.000000","2134.892000","2137.000000","2139.000000","2157.000000","2209.000000","2211.317000","2223.000000","2335.000000","2347.000000","2459.000000","2471.782700","2670.000000","2669.000000","2868.000000","2867.000000","2865.000000","2895.000000","2895.000000","2865.000000","2865.000000","2865.651300","2868.000000","2871.000000","2874.000000","2877.000000","2878.700000","2879.000000","2879.000000","2879.000000","2879.000000","2878.000000","2873.000000","2870.000000","2867.000000"
"5203","Northern America","6655","Land under perm. meadows and pastures","5110","Area","1000 ha","290383.000000","290495.000000","285607.000000","284892.000000","282831.000000","283619.000000","284417.000000","278215.000000","269446.000000","268711.000000","268008.000000","267512.000000","266816.000000","266260.000000","266164.000000","266070.890000","265514.000000","260360.000000","259705.000000","259050.000000","258396.000000","262177.000000","261897.000000","261617.000000","261337.300000","261054.600000","258803.900000","258981.200000","259158.500000","259335.800000","259514.100000","259562.400000","258285.700000","257258.000000","256230.300000","255199.600000","255039.900000","255600.200000","256160.500000","256719.800000","257279.100000","258908.400000","261300.700000","263693.000000","266085.300000","267551.100000","269575.500000","268795.000000","268014.500000","267234.000000","266453.500000","265674.953800","265496.670000","265318.680000","265140.700000","264958.710000","264958.663800","264958.663800","264958.663800"
